DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2017-01-18 16:00:00,14.06,51.85,0.085,158.9,162.5,36795.94937,24306.38298,19402.40964
2017-01-10 14:00:00,16.28,64.05,0.076,461.8,78.6,34979.24051,21107.59878,16643.85542
2017-01-11 20:00:00,15.84,66.59,0.083,0.062,0.134,42902.27848,25510.0304,25306.98795
2017-01-13 00:00:00,15.18,83.6,0.079,0.048,0.148,29401.51899,18284.49848,18413.49398
2017-01-07 18:00:00,14.23,69.95,0.077,14.88,15.12,41468.35443,26126.44377,25781.20482
2017-01-18 17:00:00,14.57,51.39,0.084,91.5,94.2,36747.34177,24893.61702,20605.3012
2017-01-06 18:00:00,14.51,73.8,0.084,13.38,13.36,42610.63291,27129.48328,24427.95181
2017-01-03 14:00:00,15.57,63.7,0.073,472.9,45.01,32627.8481,21541.64134,16771.08434
2017-01-06 15:00:00,15.62,64.31,0.083,181.4,183.2,32056.70886,21497.87234,15949.87952
2017-01-06 08:00:00,9.1,81.7,0.085,0.106,0.23,23088.60759,16070.51672,11040.0
2017-01-20 20:00:00,10.53,72.0,0.087,0.051,0.141,43248.60759,27395.74468,25549.87952
2017-01-01 08:00:00,4.794,72.0,0.084,0.187,0.145,18385.82278,10949.54407,10710.36145
2017-01-14 14:00:00,16.44,62.05,0.084,226.1,225.7,33478.48101,20261.39818,17493.9759
2017-01-20 07:00:00,11.52,52.92,4.923,0.044,0.093,23945.31646,15738.60182,13786.98795
2017-01-03 16:00:00,15.34,66.4,0.075,283.3,215.7,31777.21519,21012.76596,16429.87952
2017-01-13 12:00:00,16.07,77.4,0.076,194.6,197.6,33976.70886,21012.76596,15880.48193
2017-01-01 14:00:00,15.83,54.99,0.079,476.1,39.49,29984.81013,18353.79939,17054.45783
2017-01-07 12:00:00,14.08,69.95,0.088,429.1,81.3,34067.8481,21198.78419,16979.27711
2017-01-02 16:00:00,15.37,58.59,0.077,280.3,184.0,29030.88608,20728.26748,16111.80723
2017-01-16 19:00:00,12.22,54.74,0.082,0.088,0.1,43947.34177,26834.04255,25306.98795
2017-01-20 12:00:00,13.77,49.48,0.085,572.1,605.8,35137.21519,22402.43161,16048.19277
2017-01-17 19:00:00,11.55,63.11,0.082,0.095,0.119,44512.40506,26976.29179,26081.92771
2017-01-10 00:00:00,14.61,76.9,0.076,0.066,0.104,28386.83544,17697.26444,17551.80723
2017-01-12 15:00:00,16.7,72.4,0.071,319.0,298.9,33824.81013,21479.63526,16244.81928
2017-01-19 02:00:00,13.25,80.1,0.08,0.062,0.163,22547.8481,14651.67173,14874.21687
2017-01-18 22:00:00,14.7,59.9,0.081,0.037,0.185,38855.6962,25962.31003,23953.73494
2017-01-15 01:00:00,11.66,86.5,0.088,0.066,0.163,20883.03797,19502.73556,16684.33735
2017-01-10 20:00:00,11.83,82.8,0.073,0.051,0.096,42908.35443,25958.66261,25110.36145
2017-01-09 15:00:00,16.27,67.06,0.074,223.9,157.2,32317.97468,21034.65046,16533.9759
2017-01-09 20:00:00,15.36,74.4,0.069,0.037,0.145,42124.55696,25933.1307,25243.37349
2017-01-13 07:00:00,13.15,84.7,0.074,0.07,0.163,25421.77215,15705.77508,14365.3012
2017-01-20 01:00:00,9.26,60.4,0.086,0.051,0.115,25816.70886,16417.02128,16129.15663
2017-01-11 11:00:00,12.76,60.4,0.081,297.2,81.6,32621.77215,19896.65653,16065.54217
2017-01-21 08:00:00,9.39,64.44,0.084,0.121,0.16,23021.77215,13845.59271,11352.28916
2017-01-21 06:00:00,9.08,67.28,0.079,0.059,0.111,24109.36709,15366.56535,15348.43373
2017-01-13 15:00:00,16.48,73.2,0.071,208.2,213.1,32986.32911,20564.13374,15429.39759
2017-01-15 14:00:00,18.55,52.27,0.082,547.1,505.0,31819.74684,18375.68389,17534.45783
2017-01-12 05:00:00,9.54,72.0,0.077,0.073,0.104,21897.72152,14017.02128,14486.74699
2017-01-09 09:00:00,15.07,59.22,0.075,47.19,42.81,26794.93671,16675.98784,12809.63855
2017-01-07 17:00:00,14.92,66.94,0.072,87.9,98.9,31746.83544,20710.0304,18477.10843
2017-01-02 19:00:00,13.87,68.59,0.075,0.066,0.1,41280.0,26731.91489,25659.75904
2017-01-10 01:00:00,14.42,79.0,0.077,0.062,0.122,25051.13924,15308.20669,15649.15663
2017-01-17 17:00:00,13.7,46.21,0.083,105.5,122.7,32767.59494,20542.24924,16545.54217
2017-01-08 22:00:00,15.18,77.5,0.076,0.051,0.104,37361.01266,23204.86322,23520.0
2017-01-13 21:00:00,13.32,84.2,0.071,0.026,0.096,41960.50633,25400.6079,24913.73494
2017-01-11 19:00:00,16.33,59.85,0.084,0.04,0.104,43327.59494,25520.97264,25295.42169
2017-01-05 09:00:00,5.578,78.6,0.084,75.1,25.83,27153.41772,18014.58967,12954.21687
2017-01-03 05:00:00,10.74,78.6,0.077,0.048,0.189,20390.88608,13739.81763,13688.6747
2017-01-17 05:00:00,10.07,74.3,0.083,0.073,0.111,22177.21519,13641.33739,14093.49398
2017-01-01 01:00:00,5.641,77.7,0.08,0.048,0.096,25998.98734,16993.31307,17945.06024
2017-01-19 09:00:00,10.06,73.4,0.086,8.88,9.11,27384.3038,18040.12158,12965.78313
2017-01-21 02:00:00,10.02,71.5,0.088,0.051,0.163,23884.55696,14950.75988,15799.51807
2017-01-03 01:00:00,12.23,75.1,0.074,0.062,0.145,23422.78481,15749.54407,15718.55422
2017-01-18 11:00:00,13.83,48.95,0.08,46.0,47.19,36279.49367,22406.07903,17459.27711
2017-01-04 08:00:00,5.139,86.9,0.085,0.146,0.226,24066.83544,15734.95441,11392.77108
2017-01-09 13:00:00,16.76,62.05,0.074,504.7,170.5,34371.64557,21034.65046,16713.25301
2017-01-02 10:00:00,11.68,81.7,0.08,218.3,39.07,25518.98734,19393.31307,14619.75904
2017-01-11 23:00:00,12.14,76.5,0.085,0.048,0.093,35052.1519,21632.82675,20894.45783
2017-01-18 19:00:00,14.22,58.03,0.081,0.055,0.13,45302.27848,29617.02128,27602.89157
2017-01-16 06:00:00,14.42,69.26,0.074,0.084,0.119,22973.16456,15169.60486,15325.3012
2017-01-04 19:00:00,12.21,77.6,0.069,0.051,0.104,43163.5443,27443.16109,25659.75904
2017-01-15 03:00:00,10.31,89.1,0.084,0.048,0.126,16763.5443,17299.69605,14255.42169
2017-01-20 17:00:00,11.75,68.61,0.078,25.01,26.27,31175.6962,21603.64742,16574.45783
2017-01-03 04:00:00,11.85,75.1,0.083,0.077,0.156,20202.53165,13586.62614,13468.91566
2017-01-15 09:00:00,10.04,86.5,0.087,47.95,44.58,17024.81013,17215.80547,12254.45783
2017-01-12 00:00:00,11.57,72.0,0.084,0.07,0.1,29243.5443,18740.42553,17968.19277
2017-01-11 01:00:00,9.84,84.6,0.085,0.07,0.085,25689.11392,15589.05775,15938.31325
2017-01-01 13:00:00,15.57,58.06,0.077,498.1,40.94,30258.22785,18466.8693,17413.01205
2017-01-14 03:00:00,16.1,60.55,0.083,0.062,0.119,22116.4557,13455.31915,14018.31325
2017-01-04 16:00:00,17.09,61.8,0.074,291.0,254.4,31552.40506,20994.52888,15892.04819
2017-01-17 03:00:00,10.15,74.1,0.086,0.081,0.13,22420.25316,13535.56231,14324.81928
2017-01-12 09:00:00,13.5,83.7,0.074,10.05,9.61,28496.20253,17711.8541,12902.16867
2017-01-07 22:00:00,13.22,77.7,0.076,0.048,0.122,37549.36709,23923.40426,24375.90361
2017-01-14 16:00:00,17.91,57.71,0.086,115.9,118.2,31485.56962,19670.51672,16655.42169
2017-01-21 12:00:00,11.62,60.83,0.082,525.3,561.1,35106.83544,21822.4924,17199.03614
2017-01-06 14:00:00,15.56,62.1,0.091,215.8,222.0,32251.13924,21786.01824,16325.78313
2017-01-13 18:00:00,15.73,75.3,0.074,18.11,18.41,42993.41772,26440.12158,24717.10843
2017-01-21 00:00:00,9.68,73.5,0.09,0.055,0.115,31035.94937,20046.20061,19269.39759
2017-01-14 07:00:00,13.62,71.9,0.082,0.081,0.178,23520.0,13925.83587,13966.26506
2017-01-11 03:00:00,9.79,83.0,0.084,0.04,0.096,22693.67089,13269.30091,13943.13253
2017-01-03 06:00:00,11.44,77.5,0.079,0.102,0.122,22954.93671,15403.03951,14874.21687
2017-01-16 03:00:00,16.83,51.64,0.083,0.062,0.089,19011.64557,13375.07599,14278.55422
2017-01-03 02:00:00,11.35,73.6,0.081,0.095,0.134,21691.13924,14538.60182,14475.18072
2017-01-20 00:00:00,10.35,55.06,0.087,0.051,0.1,29608.10127,19269.30091,18777.83133
2017-01-08 06:00:00,12.99,72.5,0.094,0.044,0.141,22602.53165,14166.56535,15267.46988
2017-01-19 13:00:00,10.6,66.31,0.085,145.7,145.0,35532.1519,22934.95441,17956.62651
2017-01-08 21:00:00,15.27,74.7,0.074,0.084,0.119,40830.37975,24554.40729,25191.3253
2017-01-21 16:00:00,12.71,54.02,0.085,182.0,205.5,33022.78481,20731.91489,17493.9759
2017-01-08 19:00:00,15.19,72.8,0.07,0.048,0.085,41194.93671,24496.04863,25486.26506
2017-01-08 01:00:00,14.45,77.7,0.091,0.044,0.148,24631.89873,16099.69605,16516.62651
2017-01-03 10:00:00,12.43,83.3,0.079,220.3,41.27,30057.72152,19473.55623,14139.75904
2017-01-03 00:00:00,12.08,74.0,0.076,0.117,0.093,26661.26582,18579.93921,18072.28916
2017-01-15 08:00:00,10.07,85.7,0.08,0.091,0.13,14327.08861,15705.77508,10733.49398
2017-01-10 19:00:00,12.89,79.0,0.08,0.077,0.104,44014.17722,26717.32523,25920.0
2017-01-11 12:00:00,15.99,54.12,0.081,438.8,73.3,33861.26582,20793.92097,16794.21687
2017-01-01 21:00:00,11.43,72.0,0.075,0.051,0.07,39584.81013,25396.96049,25966.26506
2017-01-14 01:00:00,14.68,77.9,0.085,0.066,0.126,25549.36709,15716.71733,15770.60241
2017-01-20 03:00:00,8.88,62.44,0.084,0.055,0.089,22262.27848,13896.65653,14099.27711
2017-01-07 16:00:00,15.48,64.87,0.075,282.8,306.1,30574.17722,19732.5228,17360.96386
2017-01-12 12:00:00,17.15,71.7,0.076,353.9,125.2,35246.58228,22147.11246,15099.75904
2017-01-19 11:00:00,10.44,70.0,0.087,156.8,159.2,33387.34177,21727.65957,16603.37349
2017-01-08 23:00:00,15.27,75.3,0.077,0.073,0.126,32664.3038,20556.83891,21091.08434
2017-01-17 01:00:00,10.61,71.8,0.085,0.04,0.156,25148.35443,15337.38602,15660.72289
2017-01-13 05:00:00,13.64,85.4,0.078,0.055,0.119,22566.07595,13608.51064,13734.93976
2017-01-18 05:00:00,12.84,49.22,0.083,0.055,0.13,22462.78481,13579.33131,13526.74699
2017-01-15 07:00:00,10.12,86.0,0.081,0.066,0.126,15524.05063,16832.82675,13688.6747
2017-01-11 17:00:00,18.67,48.4,0.086,103.6,105.5,32354.43038,19531.91489,16614.93976
2017-01-13 20:00:00,13.86,82.3,0.073,0.062,0.089,42306.83544,25874.77204,24890.60241
2017-01-07 05:00:00,9.4,84.2,0.085,0.062,0.159,21703.29114,14013.37386,14561.92771
2017-01-06 10:00:00,10.9,76.1,0.082,114.3,110.2,29796.4557,19772.64438,14035.66265
2017-01-07 07:00:00,8.38,85.2,0.089,0.048,0.152,23501.77215,14294.22492,14671.80723
2017-01-15 23:00:00,16.2,54.07,0.08,0.091,0.063,34335.18987,21494.22492,20894.45783
2017-01-05 03:00:00,7.53,81.3,0.084,0.077,0.145,21302.27848,13524.62006,14018.31325
2017-01-16 12:00:00,12.88,61.52,0.079,456.2,354.4,34560.0,21392.09726,15978.79518
2017-01-04 15:00:00,17.33,57.36,0.075,409.7,44.91,32475.94937,21527.05167,16383.61446
2017-01-20 02:00:00,8.93,62.24,0.085,0.073,0.093,23392.40506,14560.48632,14885.78313
2017-01-14 18:00:00,17.53,63.02,0.077,36.92,37.57,42215.6962,25531.91489,25237.59036
2017-01-09 22:00:00,15.1,76.5,0.074,0.062,0.122,38521.51899,23854.10334,23230.84337
2017-01-20 10:00:00,12.72,49.32,4.917,283.1,289.0,30555.94937,20297.87234,14452.04819
2017-01-06 01:00:00,8.7,85.5,0.084,0.059,0.13,25045.06329,16314.89362,16082.89157
2017-01-21 19:00:00,12.28,58.0,0.082,0.084,0.104,44269.36709,27756.83891,26712.28916
2017-01-01 20:00:00,11.42,71.2,0.076,0.073,0.085,40283.5443,24919.14894,26469.39759
2017-01-08 20:00:00,15.18,74.7,0.072,0.066,0.111,41419.74684,24558.05471,25503.61446
2017-01-03 23:00:00,8.51,84.3,0.075,0.062,0.104,32457.72152,21610.94225,21443.85542
2017-01-05 10:00:00,7.12,69.32,0.085,227.2,34.92,29589.87342,19747.11246,14556.14458
2017-01-12 06:00:00,10.53,67.79,0.077,0.07,0.119,24261.26582,15596.35258,15469.87952
2017-01-15 12:00:00,17.54,61.79,0.082,445.9,161.4,25008.60759,23372.64438,16846.26506
2017-01-19 03:00:00,13.16,84.7,0.081,0.073,0.185,21709.36709,13987.84195,14371.08434
2017-01-05 06:00:00,6.923,72.5,0.087,0.062,0.1,23179.74684,15271.73252,14908.91566
